VIN (1-10),Geography_ID,DOL Vehicle ID
"5YJYGDEE9M","GEO691",186332261
"1C4JJXP62N","GEO691",214849274
"YV4ED3UM7P","GEO691",228659805
"1N4AZ0CP2D","GEO691",205820660
"5YJYGDEE7M","GEO691",136883617
"7SAYGDEE0R","GEO691",263274168
"YV4H60CL2N","GEO691",198886642
"WBY1Z8C50H","GEO691",281836047
"KMHM24AC3S","GEO691",285006116
"WMWXP3C03M","GEO691",149011271
"7SAYGDEE3P","GEO691",228383284
"5YJYGDEE2M","GEO691",139628093
"WBAJA9C56J","GEO691",252556237
"WAUTPBFF1J","GEO691",115552006
"JM3KKDHA5R","GEO691",271834685
"7SAYGDEE1P","GEO691",229789850
"5YJ3E1EB0S","GEO691",287120585
"7FCTGAAL5N","GEO691",209954902
"5YJ3E1EB5R","GEO691",267679730
"1C4JJXR64M","GEO691",192512435
"3FMTK3S57R","GEO691",274266737
"JN1AZ0CP0C","GEO691",118629164
"KM8KRDDF8R","GEO691",270078483
"YV4BR00Z7N","GEO691",193871646
"5UXTA6C0XM","GEO691",141279757
"4JGFB4GB4S","GEO691",272142972
"7SAYGDED9S","GEO691",278168544
"JTMFB3FV8S","GEO691",290676403
"5YJXCDE24H","GEO691",159741165
"KNDJX3AEXG","GEO691",159542694
"1V2DNPE82P","GEO691",227215985
"YV4H60CE1R","GEO691",268512317
"YV4H60CE1R","GEO691",259242301
"1G1RA6S54H","GEO691",321346686
"YV4BR0CL2L","GEO691",124408287
"JTJHKCFZ1S","GEO691",283416003
"KNDCS3LF4S","GEO691",277928108
"YV4BR0DL2N","GEO691",187350649
"WA1E2AFY2M","GEO691",278909347
"7SAYGDEE5P","GEO691",245791507
"1V2DNPE8XP","GEO691",265392312
"5YJ3E1EB2M","GEO691",149023577
"WVWPR7AU7H","GEO691",349611454
"7FCTGAAA7P","GEO691",256024170
"1G1FY6S08K","GEO691",327052169
"5YJ3E1EBXL","GEO691",267362203
"7SAYGDEE5S","GEO691",272884293
"WDDVP9AB4E","GEO691",327594368
"WBY1Z4C5XF","GEO691",268999349
"2C4RC1N77L","GEO691",127172230
"7SAYGDEE6T","GEO691",287195100
"YSRPA3A4XT","GEO691",288160386
"JTMAB3FV1N","GEO691",208771153
"7SAYGDEE1P","GEO691",259144910
"7SAYGDEE2P","GEO691",261297550
"WBA8E1C55J","GEO691",228612527
"JN1AZ0CP6B","GEO691",255692440
"YV4BR0DK4M","GEO691",156874098
"5YJ3E1EA0P","GEO691",232910065
"1N4BZ0CP9G","GEO691",113389951
"WMZ23BS06N","GEO691",193689359
"WA1LUBFZXT","GEO691",286794546
"1V2WSPE81R","GEO691",268780627
"5YJYGAEE2M","GEO691",180740766
"YV4H60JE4S","GEO691",269939141
"WA1VABGE5K","GEO691",110717316
"KNDCT3L14S","GEO691",282451249
"KNDCC3LD9K","GEO691",2256978
"5YJSA1E55T","GEO691",286374014
"7SAYGAEE5R","GEO691",262992936
"KNDCS3LF3S","GEO691",279996405
"JN1DF0CD2P","GEO691",275940976
"7SAYGDEE2T","GEO691",284861027
"1G1FW6S05J","GEO691",211453882
"JTDKARFP1H","GEO691",324297431
"50EA1GBA3N","GEO691",203207427
"WB523CF04S","GEO691",280928623
"KL8CK6S03G","GEO691",476637031
"1FADP5EU1H","GEO691",350155564
"YV4EK3ZLXS","GEO691",281311698
"5YJXCDE29M","GEO691",228148840
"1G1FW6S01H","GEO691",243753709
"1N4AZ0CP6E","GEO691",239598978
"WMW13DJ06P","GEO691",218226767
"JTMCB3FV6R","GEO691",268039152
"1G1RH6E49E","GEO691",207728825
"KNDAFFS52R","GEO691",268484289
"1N4BZ1CP9K","GEO691",304158592
"1V2CMPE81P","GEO691",284751337
"5UXTA6C08P","GEO691",235068851
"5YJ3E1EA1P","GEO691",229656962
"7SAYGDEE8S","GEO691",276549472
"5YJYGDEE7L","GEO691",110299829
"YV4BR0CK2K","GEO691",333098195
"7YAKRDDC0S","GEO691",280249693
"JN1DF0BB3R","GEO691",281077765
"JN1DF0BBXP","GEO691",286337278
"7FCTGCAA9T","GEO691",288393570
"5UXKT0C37H","GEO691",347982701
"KM8KN4AE1P","GEO691",235179619
"7SAYGDEE7P","GEO691",254631240
"1FT6W1EV0N","GEO691",214805202
"JM3KKBHA5S","GEO691",274024922
"KNDPZDAH8P","GEO691",236559655
"1FT6W1EV7N","GEO691",273979478
"5YJXCDE2XK","GEO691",123197294
"7SAYGDEE5P","GEO691",253731117
"4JGGM2CB7P","GEO691",266957883
"1FADP5CU6D","GEO691",112706842
"KNDC4DLC0R","GEO691",289923210
"WBY7Z4C55J","GEO691",193053423
"WP0AC2Y18M","GEO691",147996124
"ZASPATDW2R","GEO691",251175830
"5YJSA1H17E","GEO691",220028189
"1N4BZ0CP9H","GEO691",245406045
"7FCTGBAA0S","GEO691",274266548
"YV4ED3UWXP","GEO691",251177370
"5YJ3E1EB7K","GEO691",307700564
"JTDKN3DP2D","GEO691",161339916
"JTDACACU4R","GEO691",274161471
"1C4JJXP63M","GEO691",240417313
"WBY83FB00R","GEO691",268969585
"1N4AZ1CP3K","GEO691",278918174
"1FADP5EU7H","GEO691",168836391
"1C4RJYB65S","GEO691",280612356
"1FADP5CU1D","GEO691",157280588
"WMW13DJ01P","GEO691",226134499
"YV4H60DL2R","GEO691",265236436
"1V2FMPE87P","GEO691",229903495
"7SAYGDEE2R","GEO691",264563631
"5YJSA1E19H","GEO691",164348068
"1N4AZ0CP4F","GEO691",194792783
"5YJ3E1EA0L","GEO691",2182771
"5YJ3E1EB6N","GEO691",196487203
"5YJ3E1EB3N","GEO691",187390619
"7SAXCDE5XP","GEO691",272942253
"3FMTK4SE9P","GEO691",260682145
"WAUUPBFF1H","GEO691",269719852
"7UUG1GHK2T","GEO691",288377211
"KNDC34LA4N","GEO691",287128761
"1N4AZ0CP5D","GEO691",146745910
"7SAYGAEE0P","GEO691",244156860
"5UXTA6C01N","GEO691",182315101
"YV4H60CN4P","GEO691",235307355
"WP0AA2Y17P","GEO691",261904632
"JN1AZ0CP0C","GEO691",248087402
"WMW13DJ04P","GEO691",232748967
"WVG5WVEB9S","GEO691",284074752
"KM8K23AG3P","GEO691",235861244
"1FTVW3LU0S","GEO691",284227450
"5YJSA1CG5D","GEO691",1261606
"1G1FX6S08J","GEO691",227980581
"1G1FZ6S06M","GEO691",149125532
"WBY1Z8C39H","GEO691",230623445
"5YJ3E1EA9P","GEO691",262647171
"1N4AZ0CP0D","GEO691",243811662
"7SAYGDED0P","GEO691",258377948
"JTMFB3FV4R","GEO691",271877805
"JTMFB3FVXS","GEO691",287247257
"1C4RJYB67N","GEO691",287365249
"YV4ED3GL3P","GEO691",276175294
"WP0CD2Y19P","GEO691",273528468
"KM8KN4AE8N","GEO691",211145259
"1G1FW6S03H","GEO691",176470220
"5YJ3E1EA6T","GEO691",288002893
"WBY8P6C04L","GEO691",132150504
"JN1AZ0CP3C","GEO691",110596986
"1C4JJXP62N","GEO691",211189191
"KM8KNDAF7P","GEO691",240703711
"JTDACACU7P","GEO691",257324637
"7SAXCBE57N","GEO691",212278258
"WMZ23BS01M","GEO691",254220445
"7SAYGDEEXN","GEO691",202157735
"7SAYGDEE0T","GEO691",287141515
"5YJYGAEE1M","GEO691",148752173
"KNAGV4LD2H","GEO691",132711897
"7YAKNDDC9S","GEO691",279882949
"1G1FZ6S07P","GEO691",256280776
"7SAYGDED0R","GEO691",261896631
"7PDSGCBP2S","GEO691",274222854
"7PDSGABA9P","GEO691",258748276
"1V2DSPE8XS","GEO691",282070589
"KNDCE3LG1K","GEO691",312698942
"7PDSGBBA8R","GEO691",270728818
"WVWKR7AU5K","GEO691",281937134
"1G1RC6S56H","GEO691",250645181
"5YJ3E1EB8K","GEO691",253678904
"5YJ3E1EA1R","GEO691",273432169
"5YJ3E1EC1P","GEO691",255396949
"7SAYGDEE7S","GEO691",273138148
"5YJSA1E27L","GEO691",251888934
"WP0AE2A7XJ","GEO691",134899320
"7PDSGBBAXR","GEO691",267895953
"7SAYGDEF4N","GEO691",207196342
"W1NKM5GB5T","GEO691",287000717
"JN8BF0BE0S","GEO691",278948302
"7G2CEHED6R","GEO691",264907191
"YV4H60DA9P","GEO691",263292214
"5YJYGDEE7M","GEO691",225706519
"1V2DNPE87P","GEO691",265834495
"YV4BR0PLXJ","GEO691",305965285
"WA1LUBFZ5R","GEO691",267012630
"KM8JBDD2XR","GEO691",268403509
"5YJSA1E26H","GEO691",145374085
"7FCTGBAA4S","GEO691",285112306
"JTMABABA9S","GEO691",279170195
"5YJ3E1EB5N","GEO691",268052438
"JTMEB3FV1S","GEO691",288406352
"5YJSA1E29H","GEO691",284356894
"5YJSA1E54R","GEO691",276305536
"7SAYGDEE2P","GEO691",262695107
"1G1FZ6S04N","GEO691",268490862
"7FCTGCAA8T","GEO691",288861023
"KNDJX3AE7G","GEO691",2216182
"KNDCC3LG6L","GEO691",154989852
"5YJXCAE21M","GEO691",132608423
"7SYEA3YB7S","GEO691",287064130
"1N4BZ0CP9H","GEO691",168888177
"KNDCE3LG4K","GEO691",306535099
"5YJ3E1EBXP","GEO691",241665098
"1N4AZ1CP3J","GEO691",288126233
"5UXTA6C02P","GEO691",233585075
"YV4ED3UM1P","GEO691",275941228
"7SAYGDEF0N","GEO691",278533594
"7SAYGDEE0P","GEO691",260601351
"2C4RC1L7XM","GEO691",280943785
"7YAKRDDC1T","GEO691",288610745
"KNDCR3LF1R","GEO691",269895034
"WAUUPBFF8H","GEO691",308954516
"7FCTGAAA4N","GEO691",235311744
"JM3KKEHA0R","GEO691",267035667
"5YJ3E1EB6M","GEO691",183095034
"3FMTK3SU6R","GEO691",273364605
"5YJYGDEE5M","GEO691",145630936
"1G1RD6E48B","GEO691",177859762
"1N4BZ0CP8G","GEO691",203774987
"KNDCR3L1XR","GEO691",272392081
"YV4H60DM7R","GEO691",261158859
"WA124BGF3S","GEO691",281115005
"LPSED3KA8N","GEO691",236649514
"5YJSA1E25L","GEO691",289031732
"7PDSGABAXP","GEO691",238736312
"5UXTA6C0XM","GEO691",197441674
"7SAYGDEE2R","GEO691",267185523
"5YJ3E1EA8J","GEO691",270523354
"JTMAB3FV9N","GEO691",228724989
"7FCTGAAA6N","GEO691",216913651
"WDC0G5EB5K","GEO691",227188062
"YV4H60CA8P","GEO691",220221942
"1N4AZ1BP6L","GEO691",132767953
"1FT6W5L77S","GEO691",281749499
"YV4ED3UR2M","GEO691",170460937
"KNDCE3LG4K","GEO691",9073312
"JTDKARFPXH","GEO691",267570670
"5YJ3E1EB1J","GEO691",166195291
"1C4RJYD67P","GEO691",249939742
"YV4ER3HL4S","GEO691",280387131
"5YJ3E1EA3J","GEO691",139536925
"WBY1Z4C56E","GEO691",215033031
"WVG6YVEB0S","GEO691",281001353
"3GN7DMRRXS","GEO691",281362301
"KNDPYDDHXT","GEO691",290079100
"5YJYGDEE1M","GEO691",250988748
"1N4BZ0CP7H","GEO691",298302084
"1V2DNPE81P","GEO691",266070731
"YV4BR00K8M","GEO691",154619146
"3MW5P9J07N","GEO691",220416080
"WBY43HD05S","GEO691",279158316
"KM8JFDD22R","GEO691",276100660
"WAU2CAGH0S","GEO691",286635051
"JTDACACU0S","GEO691",277955177
"5YJ3E1EB0K","GEO691",478792107
"5YJ3E1EA5M","GEO691",263316826
"W1NKM5GB1S","GEO691",286445659
"YV4H60JB1S","GEO691",285158919
"WB543CF09T","GEO691",289413197
"1V2WSPE86S","GEO691",285286578
"7YAKNDDC2S","GEO691",285833901
"3FMTK3SS8M","GEO691",154868668
"5YJ3E1EAXJ","GEO691",196699954
"7PDSGBBA2R","GEO691",260483646
"1V2GNPE87P","GEO691",228811033
"1FADP5CU3D","GEO691",102948758
"3GN7DSRR0S","GEO691",282013497
"5UXTS1C04M","GEO691",270900178
"KMHM34AC8P","GEO691",267515587
"1FTVW1EL7P","GEO691",245700948
"KM8KRDAF0P","GEO691",240530783
"5YJ3E1EB7R","GEO691",265932810
"1G1FX6S02H","GEO691",228895390
"KNDC5DLE5P","GEO691",261793682
"1FADP5CU9E","GEO691",185328377
"JTDACACU7R","GEO691",273068932
"2C4RC1L74K","GEO691",114419329
"5YJ3E1EB0T","GEO691",290158004
"5YJYGDEE2L","GEO691",128743114
"KNDC34LA0R","GEO691",271551815
"JN1AZ0CP1C","GEO691",128816089
"3FMTK3SU4P","GEO691",263215550
"1N4AZ0CP0F","GEO691",152106979
"1N4AZ1CP3J","GEO691",116696226
"WBY1Z2C55E","GEO691",349467793
"1V2WSPE82S","GEO691",288041687
"1G1FY6S07P","GEO691",264293291
"7SAYGDEE5R","GEO691",271950003
"7SAYGDEE4P","GEO691",239957168
"7SAYGAEE7N","GEO691",195081575
"KM8S7DA26P","GEO691",255968597
"YV4H60CF5R","GEO691",262638036
"7FCTGCAPXS","GEO691",279903025
"KNDCR3L18S","GEO691",281596472
"7SAYGDEE2P","GEO691",240413169
"5YJ3E1EA0J","GEO691",100712720
"7SAYGDEE8N","GEO691",197016837
"JHMZC5F3XJ","GEO691",264500344
"YV4H60CE6R","GEO691",245691435
"KNDCR3L17P","GEO691",224252920
"5YJ3E1EA2J","GEO691",125035886
"1N4AZ0CP2D","GEO691",132521525
"KM8KRDDF3R","GEO691",286095379
"1V2CMPE88P","GEO691",228727915
"SALKP9F40S","GEO691",289406519
"1G1RD6S51H","GEO691",257749670
"YV4ED3UB4N","GEO691",278335669
"7SAYGAEE3P","GEO691",249598639
"1V2DNPE88P","GEO691",263261330
"7PDSGBBA1S","GEO691",278605148
"WBY1Z4C5XG","GEO691",155868828
"WVGGNPE29N","GEO691",220573762
"1N4BZ1CP9L","GEO691",103453059
"YV4H600AXP","GEO691",285931691
"KNDCS3LFXP","GEO691",252295242
"5YJSA1S28F","GEO691",201088569
"YV4ED3UR2M","GEO691",276181643
"1C4RJYE65R","GEO691",267227712
"WA1M2BFZ7P","GEO691",258074365
"1V2WSPE85R","GEO691",268745305
"1N4AZ1CV0M","GEO691",148204878
"3FMTK3SU3N","GEO691",202841222
"YV4ED3UM7P","GEO691",244270638
"WA1L2BFZ8R","GEO691",267571118
"JTDKAMFP0M","GEO691",157240373
"WMW13DJ00R","GEO691",262784679
"5YJ3E1EC4P","GEO691",252307226
"1FT6W5L76S","GEO691",284395674
"7SAYGAEE7N","GEO691",196660131
"KNDC4DLC5R","GEO691",261733083
"1C4RJXR68R","GEO691",261514151
"7SAYGDED1T","GEO691",283215635
"7SAYGDEE3R","GEO691",268575751
"1C4JJXP65M","GEO691",169668852
"WA132BFZ3P","GEO691",240594385
"WP0AB2Y12M","GEO691",278710820
"KNDC34LA6R","GEO691",275873685
"JTDKARFP3J","GEO691",159375254
"1FT6W5L7XS","GEO691",287628736
"7PDSGABA6P","GEO691",251233286
"5LMYJ8XY2P","GEO691",209460856
"5YJYGDEE5L","GEO691",112948657
"JTJAAAAB8R","GEO691",273649904
"1N4BZ1CP5K","GEO691",4655192
"3GNKDCRJ7R","GEO691",276505729
"KM8K23AG4M","GEO691",139776409
"5YJ3E1EB9N","GEO691",209845618
"WMW13DJ02P","GEO691",238627364
"5YJ3E1EA6J","GEO691",255907613
"KMHCX5LDXL","GEO691",122004795
"5YJ3E1EAXM","GEO691",268003662
"5UX43EU0XR","GEO691",264303994
"JHMZC5F36J","GEO691",474805061
"KNDRMDLH7P","GEO691",244701061
"1V2VRPE82R","GEO691",278047360
"7FCTGAAA2P","GEO691",269688044
"3GPKHVRJ4R","GEO691",275702829
"WBA13FK02T","GEO691",287685562
"5YJ3E1EB7J","GEO691",205889624
"WA1VAAGE2K","GEO691",264241190
"1V2GNPE80P","GEO691",219887496
"JTMABABA0S","GEO691",283164409
"7SAYGAEE5P","GEO691",252485362
"3FA6P0PU0D","GEO691",223814811
"KM8KRDDF8R","GEO691",286335731
"1V2WSPE84R","GEO691",278107504
"5YJ3E1EC2M","GEO691",150370391
"5UXKT0C58J","GEO691",267579504
"5UXTA6C09P","GEO691",217161724
"1V2BMPE82R","GEO691",271119075
"WA1LAAGE8N","GEO691",194990554
"WBY1Z2C5XE","GEO691",146589866
"7PDSGBBA8S","GEO691",274031544
"JTMAB3FV2M","GEO691",170782188
"KNDCR3L19S","GEO691",283132398
"KMHCX5LD4L","GEO691",138281629
"1N4BZ0CP2H","GEO691",137655668
"7SAXCAE5XN","GEO691",214816094
"JHMZC5F11L","GEO691",114259533
"1N4AZ0CP4E","GEO691",134528019
"JTMFB3FV4S","GEO691",282859160
"1N4AZ1BV0S","GEO691",276606067
"YV4ED3GB8N","GEO691",271025828
"1C4RJXU66R","GEO691",261184325
"KNDPYDDH4R","GEO691",268486347
"YV4H60CF1R","GEO691",286895892
"7PDSGCBA6R","GEO691",265979409
"KNDCE3LG1N","GEO691",282424166
"WVGGNPE27N","GEO691",221389668
"1G1RA6S5XH","GEO691",191097980
"1GYKPYRL3T","GEO691",287820466
"JTMABACA9R","GEO691",276614194
"7YAKRDDC4S","GEO691",285172268
"JTMAB3FV6N","GEO691",256411116
"KM8KNDAFXN","GEO691",284199870
"JTDACACU7S","GEO691",281379437
"WBA5P9C0XN","GEO691",228434104
"YV4H60RM7S","GEO691",273805458
"1V2VMPE82P","GEO691",270729742
"WA15AAGEXR","GEO691",257982833
"5YJYGDEE3M","GEO691",148192978
"1N4AZ1CP0J","GEO691",279354526
"1G1FZ6S01P","GEO691",227122290
"5YJ3E1EBXM","GEO691",138649388
"YV4H600AXP","GEO691",240838993
"1N4BZ1CP2K","GEO691",7812157
"KM8KNDDFXR","GEO691",272406907
"7PDSGCBA9T","GEO691",285999297
"7FCTGCAPXS","GEO691",276392294
"5YJSA1E25G","GEO691",475647490
"7SAYGDED8S","GEO691",276782600
"5YJ3E1EB0N","GEO691",193803690
"7FCTGAAA1N","GEO691",214883336
"5YJ3E1EB8L","GEO691",103669849
"1V2CRPE83R","GEO691",270100113
"5YJ3E1EC2L","GEO691",281534662
"5UX43EU09R","GEO691",260482106
"7SAYGDEE5P","GEO691",258907743
"7FCTGAAAXN","GEO691",211567373
"YV4H60CAXP","GEO691",241117593
"5YJ3E1EB6N","GEO691",203958772
"1N4AZ0CP6D","GEO691",165036175
"1G1RA6S5XK","GEO691",477358696
"WB523CF03S","GEO691",269939400
"1N4AZ0CP4D","GEO691",117470517
"WBA8E1C54J","GEO691",193757931
"7SAYGDEE6P","GEO691",241653464
"5YJ3E1EB0R","GEO691",269083713
"5YJYGAEE8M","GEO691",180671543
"1V2FMPE86P","GEO691",237835643
"7FCTGAAL6P","GEO691",285362626
"YV4H60RMXS","GEO691",272984036
"YV4EK3ZK5S","GEO691",286538479
"7G2CEHED8R","GEO691",269977158
"3FA6P0SUXH","GEO691",104872491
"SALWR2RY5L","GEO691",271741403
"WVGJNPE27N","GEO691",211189471
"1N4BZ1CP7K","GEO691",112443026
"1N4BZ0CP8G","GEO691",141242853
"WAUTPBFF6J","GEO691",284242059
"1N4AZ1CP7L","GEO691",140056276
"WP1AE2A23J","GEO691",272813467
"7PDSGABA1P","GEO691",258249281
"5YJ3E1EA8R","GEO691",267700765
"1N4CZ1CVXS","GEO691",280391464
"WP0AA2Y17S","GEO691",273434843
"5UX43EU06S","GEO691",268321000
"WVGUNPE20N","GEO691",219189246
"7SAYGDED6T","GEO691",287942070
"WVWKR7AU6K","GEO691",478729919
"7PDSGABL7N","GEO691",236383710
"1FTVW1EL8N","GEO691",229416708
"1N4BZ1CP9K","GEO691",2070400
"YV4BR0CZ3N","GEO691",278362752
"JTDKAMFP4N","GEO691",289856892
"7SAXCBE50N","GEO691",287967053
"5YJ3E1EB7R","GEO691",269560931
"7SAYGDEF3N","GEO691",195335297
"5YJ3E1EA6J","GEO691",477100298
"7SAYGDEE2R","GEO691",267841059
"5YJ3E1EB4R","GEO691",269983269
"5YJ3E1EA0J","GEO691",240512534
"1C4JJXP68M","GEO691",227262031
"3C3CFFGE3F","GEO691",476067399
"5YJ3E1EB1J","GEO691",340704430
"7SAYGDEE9N","GEO691",211409089
"JN1AZ0CP5C","GEO691",230853479
"1G1FY6S03K","GEO691",127324032
"JTMAB3FV0P","GEO691",257457602
"JHMZC5F17J","GEO691",235678887
"5YJ3E1EA4P","GEO691",240679589
"WA1E2AFY5L","GEO691",128582898
"KNDPZDDH1S","GEO691",284752961
"5YJSA1E23J","GEO691",261149766
"WBY73AW06P","GEO691",236052484
"JHMZC5F38M","GEO691",157446502
"YV4BC0PL6H","GEO691",277008427
"WA13ABGE9L","GEO691",123488893
"WVGTMPE24M","GEO691",277750357
"1FT6W1EV2P","GEO691",259728885
"KNDCR3L13S","GEO691",281152679
"7PDSGABA2P","GEO691",260721422
"1N4AZ1CP8K","GEO691",203433849
"WA1F2AFYXN","GEO691",278995734
"5YJ3E1EB2J","GEO691",100664000
"5YJ3E1EBXJ","GEO691",327787498
"2C4RC1N70N","GEO691",235159459
"5YJ3E1EBXJ","GEO691",475175214
"WA1E2AFY5M","GEO691",202265374
"KNDC3DLC4R","GEO691",276354634
"1N4AZ0CP4G","GEO691",203288172
"7SAXCBE67P","GEO691",274234474
"1C4JJXP62M","GEO691",185539252
"5UX43EU0XR","GEO691",255230489
"1G1RC6S57J","GEO691",475446835
"YV4EK3ZL9S","GEO691",286528938
"5YJSA1E23L","GEO691",4863778
"5YJ3E1EB4N","GEO691",272897432
"1G1RC6S52H","GEO691",477605418
"YV4ED3UA7N","GEO691",205377924
"5YJYGDEE3M","GEO691",147200462
"7PDSGBBA6S","GEO691",281048687
"JTMABACA6R","GEO691",272531255
"YSMED3KAXP","GEO691",219450815
"5YJ3E1EA2J","GEO691",476355722
"1G1FX6S02H","GEO691",132127516
"JN1AZ0CP5B","GEO691",220483833
"5YJ3E1EA3P","GEO691",235325982
"YV4ED3UM9P","GEO691",251483207
"1FADP5CU3D","GEO691",105151532
"1N4BZ0CP4G","GEO691",159844121
"WA1F2AFY7L","GEO691",132371382
"5YJ3E1EAXM","GEO691",255008610
"7SAYGAEE0N","GEO691",208838073
"7PDSGABP8T","GEO691",287671940
"2C4RC1S77M","GEO691",171223419
"YV4H60DMXR","GEO691",259603333
"WBAJB1C54J","GEO691",313612463
"2C4RC1N71L","GEO691",122839804
"JTDKARFP4H","GEO691",296175155
"5YJYGDEEXM","GEO691",146826326
"7FCTGBAA5S","GEO691",275990088
"5YJ3E1EB0K","GEO691",290709198
"5YJYGDEE2M","GEO691",148360474
"7SAYGDEE4P","GEO691",260000597
"WBY1Z6C33H","GEO691",170134282
"WAUSPBFF6H","GEO691",143881741
"5XYADFS53T","GEO691",284437373
"7SAYGAEE9P","GEO691",257887549
"5YJXCBE27H","GEO691",183609849
"5YJYGDEE0L","GEO691",276959672
"WBY33AW03R","GEO691",261246660
"5YJYGAEE1M","GEO691",183415242
"5YJ3E1EA9R","GEO691",272070970
"7SAYGDEFXS","GEO691",278660567
"KNDPZDDH1S","GEO691",274925346
"3GPKHXRJ2R","GEO691",287365018
"1G1FZ6S07N","GEO691",286788344
"JN1DF0BB0P","GEO691",287906867
"WDDVP9AB3G","GEO691",102287174
"1N4BZ0CP8H","GEO691",245247453
"WAUTPBFF9H","GEO691",269529508
"JTJHKCFZ9T","GEO691",288185558
"JN1DF0BB8P","GEO691",283358232
"KMHM54AC8S","GEO691",277236284
"WBY1Z8C55H","GEO691",199102109
"7SAYGDEDXR","GEO691",262446768
"5XYAEFS54T","GEO691",288837559
"1FT6W3L79R","GEO691",276054208
"1N4AZ0CP6F","GEO691",252019239
"1FADP5FU0H","GEO691",137071889
"WVWPR7AU8K","GEO691",151507849
"KNDC34LA8R","GEO691",272487505
"1N4BZ0CP8H","GEO691",5228702
"5YJ3E1EB2N","GEO691",186097117
"WBY8P2C05M","GEO691",170822858
"5YJSA1E21G","GEO691",476428081
"5YJ3E1EB6N","GEO691",192553098
"KM8S7DA20N","GEO691",269497658
"3GN7DMRP5S","GEO691",285214107
"7SAYGDEE4N","GEO691",276956242
"5UXTA6C0XM","GEO691",139578085
"7PDSGBBA1R","GEO691",264307186
"5YJ3E1EA7J","GEO691",349322732
"WA1MUBFZ7S","GEO691",278325239
"1N4AZ0CP6D","GEO691",214965152
"1N4AZ0CPXD","GEO691",241675801
"1N4BZ0CP2G","GEO691",240347705
"WMW13DJ09R","GEO691",262582673
"1G1FZ6S0XK","GEO691",275995968
"1G1FW6S03N","GEO691",199279965
"1N4AZ0CP9D","GEO691",277336167
"1N4AZ0CP1F","GEO691",175450012
"YV4H60DA5P","GEO691",230116757
"1N4BZ1BP6L","GEO691",107282416
"5YJ3E1EA1P","GEO691",245785291
"5YJXCDE21J","GEO691",240335882
"KMHM24AA1R","GEO691",264946671
"7SAXCBE63S","GEO691",279028396
"7FCTGBAAXS","GEO691",277412656
"KM8K33AG1L","GEO691",112475954
"KM8JFDD24R","GEO691",269384398
"5YJ3E1EA5M","GEO691",172522479
"5YJ3E1EB5R","GEO691",263240568
"5YJXCBE4XH","GEO691",238320239
"W1KLH6DB9T","GEO691",290564739
"5YJ3E1EBXN","GEO691",194371733
"7PDSGBBA9S","GEO691",279215324
"3FMTK3SU5N","GEO691",202889732
"3FMTK3SU4R","GEO691",278096815
"7SAYGDEF2N","GEO691",197575052
"1G1FY6S04L","GEO691",253799409
"WBY1Z4C56G","GEO691",123074297
"5YJ3E1EB4P","GEO691",273686276
"1G1FY6S0XK","GEO691",253334616
"JTMAB3FV9S","GEO691",276865935
"4JGDA6DB1J","GEO691",152601711
"WAUTPBFF8G","GEO691",245439673
"7PDSGABA6R","GEO691",271000670
"YV4H60LF3R","GEO691",287972457
"YV4H60CL6N","GEO691",205046677
"5YJ3E1EA8J","GEO691",181907848
"JHMZC5F37J","GEO691",475174031
"7PDSGBBP6T","GEO691",290091168
"1G1FZ6S09K","GEO691",474953244
"KMHM34AC9S","GEO691",288209190
"7SAYGDEE2P","GEO691",279110310
"7YAKRDDC0S","GEO691",286972717
"WVWKR7AU0K","GEO691",203176340
"JTDACACU4R","GEO691",276294252
"5YJ3E1EB2K","GEO691",447111199
"2C4RC1N73L","GEO691",128705538
"W1NWM0AB9S","GEO691",284812713
"JM3KKEHA5R","GEO691",258268363
"1C4RJYD64R","GEO691",257685536
"WBY1Z2C52F","GEO691",268763421
"5YJ3E1ECXP","GEO691",238587464
"1N4AZ1CP3K","GEO691",2681871
"5YJ3E1EB6P","GEO691",261467895
"KM8KMDAF7P","GEO691",262418446
"WP1BE2AY8T","GEO691",287251338
"5YJ3E1EB7R","GEO691",265096527
"5YJYGDEF7L","GEO691",121695934
"WVG6YVEB8S","GEO691",284584765
"YV4H60CE8R","GEO691",272574683
"5YJ3E1EB8L","GEO691",179589665
"KNDCE3LG7L","GEO691",137552908
"1N4AZ0CP4F","GEO691",247679428
"7SAYGDEE3P","GEO691",228757623
"1V2DSPE86R","GEO691",269696696
"KM8KRDAF6P","GEO691",227183547
"1G1FZ6S05L","GEO691",284117018
"JTDKARFP0J","GEO691",474442706
"5YJ3E1EC5L","GEO691",3434875
"1FT6W5L79R","GEO691",278022608
"WBY73AW07R","GEO691",256319395
"WVWKR7AU1K","GEO691",478562815
"5YJXCAE24G","GEO691",285269015
"7FCTGCAA6T","GEO691",288352746
"5YJSA1S18E","GEO691",144998745
"JN1BF0BA5P","GEO691",254912206
"KM8KRDDF5R","GEO691",273864216
"3FMTK1SS7M","GEO691",261461742
"WA1MUBFZ7R","GEO691",273560178
"1FT6W7L79R","GEO691",282102733
"5YJSA1E45L","GEO691",255449582
"5YJSA1E14H","GEO691",107311676
"KMHM24AC7S","GEO691",278967265
"JTMEB3FV4M","GEO691",157794668
"7FCTGBAA2S","GEO691",277553650
"7SAYGDED6T","GEO691",283168399
"KNDPZDDH8T","GEO691",287620098
"5YJ3E1EB0R","GEO691",269623966
"WA1E2AFY7M","GEO691",148816993
